% This Database was generated from ergane (http://www.travlang.com).   Copyright (C) 1999 Horst Eyermann (Horst@freedict.de)    This program is free software /  you can redistribute it and/or modify   it under the terms of the GNU General Public License as published by   the Free Software Foundation /  either version 2 of the License, or   (at your option) any later version.    This program is distributed in the hope that it will be useful,   but WITHOUT ANY WARRANTY /  without even the implied warranty of   MERCHANTABILITY or FITNESS FOR A PARTICULAR PURPOSE. See the   GNU General Public License for more details. 


ADN ; DNA
s'avancer ; approach /  deal with /  tackle

s'efforcer ; strive for

s'enfuir ; abscond

s'engager ; make a contract

s'enivrer ; drink /  drink to excess

s'ennuyer ; be bored /  be tired of something

s'entremettre ; match /  match‐make

s'en aller ; absent onself /  depart /  go away /  leave

s'excuser ; ask forgiveness /  excuse oneself

s'habiller ; dress /  get dressed

s'harmoniser ; accord /  agree

s'humilier ; abase oneself /  humble oneself

s'il vous plaît ; please

s'incliner ; stoop

s'indigner ; be indignant

s'indigner de ; resent /  take exception to /  take offence at

s'informer ; be advised /  find out

s'intéresser ; be interested /  take an interest

s'obstiner ; be obstinate /  be stubborn /  persist

s'occuper ; care /  see /  take care /  worry

s'occuper de ; care about /  take care of

s'ébattre ; frolic

s'échapper ; escape /  flee

s'élancer ; race /  run

s'ériger en ; pose

s'étendre ; lie down

s'étonner ; marvel /  marvel at /  wonder

s'évanouir ; faint /  swoon

s'éveiller ; wake /  wake up

sœur ; sister

séance ; meeting ; presentation

sécher ; dry

sécurité ; safety /  security

séditieux ; inflammatory

séisme ; earthquake

séjour ; stay

sémitique ; Semitic

séparer ; divide /  separate ; disintegrate /  divide /  separate

série ; series /  set

sérieux ; earnest /  serious /  staid

sévère ; severe /  strict

sèchement ; abruptly

sève ; juice /  sap

sûr ; certain /  sure ; reliable /  trustworthy ; safe /  secure

sûrement ; certainly ; absolutely /  definitely /  without fail

ta ; your

tabac ; tobacco

table ; table

tableau ; index /  table /  tablet /  tabulation

tableau d'affichage ; bill‐board /  notice‐board

tablette ; shelf

tablier ; apron

tabouret ; stool

tache ; blot /  spot

tact ; musical time /  tact

tactique ; tactic /  tactics

taille‐haie ; hedge clippers /  hedge shears

taille ; bulk /  dimension /  extend /  size ; dimension /  measurement ; measure /  measurement ; stature ; waist /  waistline

tailler ; cut off ; chop /  cut /  hack ; cut /  polish ; cut /  slice ; carve /  chisel

tailleur ; tailor

talon ; heel

talon d'Achille ; Achilles' heel

tambour ; drum

tamiser ; sift

tampon ; buffer /  bumper

tandis que ; for /  during /  whereas /  while /  whilst

tank ; tank

tant ; so ; that much

tante ; aunt

tanzanien ; Tanzanian

taon ; hornet ; gadfly /  horse‐fly

taper ; pat /  tap ; type

tapis ; carpet

tapisser ; paper ; cover /  overlay

tapisserie ; tapestry /  wall covering

taquiner ; tease

tarder ; be late

tarif postal ; postal rates

tarte ; pie /  tart

tas ; accumulation /  crowd /  heap /  mass /  multitude /  pile ; heap /  pile /  stack

tasse ; cup

tasser ; press /  press firmly

tatare ; Tatar

taupe ; mole

taureau ; bull

taxe ; tax

taxer ; appraise /  estimate /  rate

taxe d'octroi ; excise /  excise‐duty

taxi ; taxi

taïlandais ; Thai

taïs ; Thai

tchécoslovaque ; Czechoslovak /  Czechoslovakian

tchèque ; Czech ; Czech /  Czech language

te ; thee /  to thee /  to you /  to thee ; thee /  to thee /  to you /  you ; thee /  you

technique ; technics /  technique

teindre ; dye /  tint

teint ; complexion

teinte ; colour /  dye ; hue /  nuance /  shade /  tint

tel ; such /  such a /  that kind of

tellement ; so /  such /  thus ; so

tempe ; temple

temple ; temple

temporaire ; temporary ; provisional /  temporary

temps ; time /  while ; weather

température ; temperature

tempête ; storm

tenace ; obstinate /  stubborn

tenailles ; pincers /  pair of pincers

tendance ; tendency

tendon d'Achille ; Achilles' tendon

tendre ; dainty /  delicate /  fine /  refined ; affectionate /  caressing /  cuddlesome /  cuddly ; soft ; strech /  wind up

tendresse ; tenderness

tendre un piège ; set a trap /  set a trap for

tenir ; hang onto /  hold

tenir place de ; take the place of

tension ; tension /  voltage

tentation ; temptation

tente ; tent

tenter ; entice /  tempt

tenue ; platform /  stage ; control /  reign /  rule

terme ; expression ; term

terminer ; accomodate /  end /  finish /  terminate ; stop

terminus ; end‐of‐the‐line

terrain ; ground /  grounds /  terrain

terrasse ; terrace

terre ; ground /  soil ; earth /  land /  soil

terrer ; earth /  earth up /  hill /  hill up

terrestre ; terrestrial ; earthen /  earthly /  terrestrial ; terrestrial

terreur ; terror /  reign of terror ; alarm /  terror

terrible ; abysmal /  dreadful /  gruesome /  horrible /  terrible

territoire ; territory

territoires du Nord‐Ouest ; Northwest Territories

territoire du Yukon ; Yukon Territory

testament ; testament /  will

testicule ; testicle

texte ; lyric /  text

textile ; fabric /  textile

thaïlandais ; Siamese

thermomètre ; thermometer

thon ; tuna /  tuna‐fish /  tunny

thé ; tea

théière ; teapot ; tea‐pot

théocratie ; theocracy

théorie ; theory

théâtre ; theatre

thème ; theme /  topic /  subject

thèse ; essay /  thesis

tibétain ; Tibetan

ticket ; bill /  ticket /  note ; coupon

tien ; your

tiers ; third

tige ; stalk /  stem

tigre ; tiger

tilleul ; lime‐tree /  linden‐tree

timbre‐poste ; stamp /  postage stamp

timbre ; alarm ; stamp /  postage stamp

timbre de poste aérienne ; air‐mail stamp

timide ; afraid /  timid ; shy

tinter ; peal /  ring ; jingle /  tinkle

tique ; tick

tir ; firing

tire‐bouchon ; corkscrew

tirer ; fire /  shoot ; drag /  draw /  haul /  pull /  tug

tirer au sort ; draw lots

tirer un trait ; draw /  make a stroke

tiroir ; drawer

tisser ; braid /  plait /  twine /  wreathe ; weave

tissu ; cloth /  material

titane ; titanium

titre ; certificate /  diploma /  document ; degree /  heading /  title

tiède ; lukewarm

toi ; thee /  you

toile ; linen

toilette ; toilet

toit ; roof

tolérer ; endure /  put up with /  tolerate

tomate ; tomato

tombe ; grave /  tomb

tomber ; drop /  fall

tomber amoureux de ; fall in love with

ton ; your ; tone ; your

tondre ; clip /  cut /  shear

tonne ; ton

tonneau ; barrel

tonnelle ; arbor

tonner ; thunder

tonnerre ; thunder

ton aigre ; tartness

toquade ; addiction

toque ; cap

torche ; torch

torchon ; dish cloth /  dust rag

tordre ; contort /  twist

torpiller ; abort /  quash ; torpedo

torrent ; torrent /  volley

torse ; trunk

tortue ; tortoise

torture ; torture ; torment

total ; overall /  total ; entire /  overall /  whole

totalement ; at all /  entirely /  quite /  wholly

touche ; key

toucher ; bore /  broach /  sink /  strike /  tap ; touch

toucher à ; call at

touche de clavier ; key

touffu ; indistinct

toujours ; always /  ever

toujours plus ; increasingly /  more and more

tour ; castle /  tower ; file /  line /  rank /  row /  turn

tourbe ; peat

tourbilloner ; swirl

tourisme ; tourism

tourmenter ; abuse /  agonize /  torment

tourner ; turn ; turn /  turn around /  turn round ; switch /  turn on

tournevis ; screwdriver

tourterelle ; turtle‐dove

tous ; both

tousser ; cough

tous les jours ; daily

tous près de ; at /  beside /  with

tout ; quite /  very /  very much ; at all /  entirely /  quite /  wholly ; all /  every kind of ; all /  altogether /  everything

toutes ; both

toutes les fois ; all /  all of it

toute espèce de ; all /  every kind of

toute sorte de ; all /  every kind of

tout au plus ; at most

tout de même ; but /  however /  nevertheless /  yet

tout de suite ; at once /  immediately /  just /  right away /  right now

tout d'abord ; above all /  especially ; at once /  instantly /  immediately /  without delay

tout le ; all the

tout le monde ; all ; everybody /  every one

tout à coup ; all of a sudden /  suddenly

tout à l'heure ; soon

trace ; trace /  track

trachée ; windpipe

tracteur ; tractor

tradition ; tradition

traduire ; translate

trafic ; traffic

tragique ; tragic

tragédie ; tragedy

trahir ; betray

train ; train

traire ; milk

trait ; feature /  trait

traiter ; deal with /  handle /  treat

trajectoire ; trajectory

tramer ; weave

tramway ; streetcar /  tram

tranchant ; sharp

trancher ; cut /  slice

tranquille ; calm /  quiet ; calm /  tranquil

transformation ; adaptation /  adjustment ; recreation /  refashioning /  regeneration /  transformation ; metamorphosis /  transformation ; alteration /  change /  conversion /  transformation ; metamorphosis /  recreation /  regeneration /  transformation ; reform ; transformation ; refashioning /  transformation / alteration /  change /  conversion /  transformation / about‐face /  alteration /  change /  conversion /  transformation

transformer ; transform

transitif ; transitive

transmission ; delivery

transpirer ; sweat

transport ; delirium ; impetus

transporter ; transport

travailler ; work

traîner ; drag /  tow

traître ; unfaithful ; treacherous

treize ; thirteen

treizième ; thirteenth

tremble ; aspen

tremblement de terre ; earthquake

trembler ; quiver /  shiver /  tremble

tremper ; harden /  temper ; dip /  immerse /  soak

trente ; thirty

tresser ; braid /  plait /  twine /  wreathe

triangle ; triangle

triangulaire ; triangular

tribu ; tribe

tribunal ; tribunal

tribune ; rostrum /  speaker's platform

tribut ; tribute

tricher ; cheat /  do something crooked ; cheat /  deceive

tricoter ; knit

trier ; divide /  separate

triomphe ; triumph

triompher ; be proud

triste ; sad ; dismal /  dreary

trivial ; commonplace /  course /  vulgar

trois ; three

trombone ; trombone

trompe ; proboscis /  trunk

tromper ; commit adultery ; disappoint ; be unfaithful /  be unfaithful to ; cheat /  deceive

trompette ; trumpet

tronc ; stem /  trunk

trop ; too /  too much

tropical ; tropical

trotter ; trot

trottoir ; pavement /  sidewalk

trou ; hole

trouble ; indistinct

troubler ; abet /  agitate /  incite /  stir up ; confuse /  puzzle

troupe ; bevy /  collection /  group /  heap /  herd /  set ; troop /  troupe

troupeau ; flock /  herd

trouver ; find

troène ; privet

trucs ; stuff /  things

truie ; sow

truite ; trout

trébucher ; stumble

trésor ; treasure

trésorier ; cashier

très ; quite /  very /  very much

trêve ; truce ; break /  intermission /  pause /  recess ; repose /  rest

tu ; thou /  you

tube ; barrel /  channel /  pipe /  tube

tuer ; kill /  liquidate /  slay

tungstène ; tungsten

tunnel ; tunnel

tutoyer ; thee and thou

tuyau ; barrel /  channel /  pipe /  tube

tylenchus ; eelworm

type ; type

typhus ; typhus

tyran ; tyrant

tzigane ; gypsy /  Gypsy

t' ; thee /  to thee /  to you /  to thee ; thee /  to thee /  to you /  you ; thee /  you

télégramme ; telegram

télégraphe ; telegraph

téléphone ; telephone

téléphoner ; telephone

télévision ; television /  TV

témoignage ; certificate /  testimony ; proof /  sign /  token ; character /  mark /  sign /  signal /  token

témoigner ; attest /  bear witness of /  testify

témoin ; witness

ténèbres ; darkness

ténères ; darkness /  murk

tâche ; job /  assigned job /  task

tâter ; finger /  handle ; feel /  grope

tête ; head /  pate

tête de bétail ; head of cattle

tête d'ail ; garlic bulb

têtu ; obstinate /  stubborn

tôle ; sheet metal /  tin /  tin plate

tôt ; early

ukrainien ; Ukrainian

ulcère ; ulcer /  sore

un ; a /  any /  anybody /  some /  somebody /  one /  some one /  some one ; one ; a /  an

une ; one ; a /  an

une certaine quantité ; a little /  rather /  some /  somewhat /  to some extent

uni ; even /  flat /  level /  smooth ; smooth

uniforme ; uniform

unique ; unique

unir ; join /  unite

unité ; unity ; unit

univers ; universe

université ; university

un jour ; at some time /  ever /  sometime

uranium ; uranium

uriner ; urinate

user ; wear down /  wear off /  wear out

user de ; employ /  use /  make use of

usine ; factory ; factory /  mill

ustensile ; agent /  means /  tool

utile ; advantageous /  useful

utérus ; uterus /  womb

vacance ; holiday

vacances ; vacation ; spare time /  time off /  vacation

vacciner ; vaccinate

vache ; cow

vaciller ; flare /  flare up

vagin ; vagina

vague ; uncertain ; wave ; vacant

vaguer ; roam /  wander

vaillant ; brave /  gallant ; brave /  courageous /  valiant

vain ; abortive /  futile /  useless /  vain ; conceited /  frivolous /  vain

vaincre ; defeat /  win over

valable ; valid

valeur ; value /  worth

valise ; suitcase /  valise

vallée ; valley

valoir ; be worth

valve ; air‐valve

vaniteux ; conceited /  frivolous /  vain

vanité ; vanity

vapeur ; steam /  vapor /  vapour

varier ; vary

variété ; variety entertainment

vase ; mud ; vase /  vessel

vautour ; vulture

veau ; veal ; calf

vedette ; motor‐boat /  motor‐launch ; celebrity /  star

veiller sur ; look after /  nurse

veiller à ; care /  see /  take care /  worry

veine ; vein

velours ; velvet

velu ; hairy /  shaggy

vendre ; dispose of /  sell /  vend

vendredi ; Friday

vendre d'occasion ; deal in secondhand goods

venger ; avenge /  avenge oneself

venimeux ; poisonous

venin ; poison

venir ; come

vent ; wind

vente aux enchères ; auction

ventiler ; ventilate

ventre ; abdomen /  belly /  tummy

venue ; arrival

ver ; worm

verbe ; verb

verdict ; adjudication /  verdict

verger ; orchard

vernis ; glaze ; varnish

verrat ; boar

verre ; glass

verrouiller ; bolt /  fasten

verrue ; wart

vers ; at /  to /  toward /  towards ; toward /  towards ; verse

versement ; payment

versement initial ; down payment /  first instalment /  initial deposit /  instalment

verser ; pour /  scatter /  shed ; dump /  pour /  pour out /  scatter

verser un premier acompte ; make a deposit /  make a down payment

vert ; green

vertical ; vertical

vertu ; morality /  vice

vertèbre ; vertebra

ver de terre ; earthworm

vessie ; bladder /  bubble

veste ; jacket

vestiaire ; cloakroom

veston ; jacket

veuf ; widower

veuillez m'excuser ; excuse me

veuve ; widow

viande ; meat

vibrer ; vibrate

vice ; damage ; vice ; absence /  lack /  shortage /  shortcoming

victime ; victim

vide ; empty /  void ; miserable /  needy ; vacant

vider ; empty

vie ; life

vieillard ; old man

viennois ; Vienna /  Viennese

vierge ; virgin /  virginal ; virgin

vietnamien ; Vietnamese

vieux ; decayed /  decrepit /  dilapidated /  lapsed /  rickety ; old

vif ; adroit /  agile /  alert /  brisk /  keen

vigilant ; adroit /  agile /  alert /  brisk /  keen

vigne ; vine /  grapevine

vignoble ; vine

vigueur ; activity /  gusto /  spirit /  stir /  zest

vilain ; nasty /  ugly

villa ; villa

village ; village

villageois ; villager

ville ; city /  town

vin ; wine

vinaigre ; vinegar

vingt ; twenty

vingtième ; twentieth

violer ; force /  violate ; defile /  profane ; break

violet ; violet

violette ; violet

violon ; violin

violoncelle ; cello

virer ; endorse

virginal ; virgin /  virginal

virgule ; comma

virus ; virus

vis‐à‐vis ; opposite ; toward /  towards /  with reference to

vis ; screw

visa ; visa /  visé

visage ; face

viser ; aim /  intend

visible ; visible

vision ; vision

visite ; visit

visiter ; attend /  call on /  see /  visit

visiteur ; caller /  visitor

vite ; fast /  quickly /  swiftly

vitesse ; speed

vitre ; glass

vitrine ; show window ; showcase

vivant ; alive

vive sollicitation ; insistence /  pressure /  urgency

vivre ; be alive /  live

vodka ; vodka

voici ; behold /  here is /  here are /  look /  there

voie ; track ; road /  route /  way

voile ; sail ; veil

voiler ; veil

voilà ; behold /  here is /  here are /  look /  there

voir ; see

voisin ; neighbour

voisinage ; proximity

voiture ; vehicle

voix ; voice

volant ; steering‐wheel

volcan ; volcano

voler ; fly ; steal

volontaire ; willing

volontiers ; preferably /  rather ; willingly

volonté ; will /  willingness /  wish

volt ; Volt

voltiger ; flirt /  flit /  flutter

volume ; volume

volupté ; lust /  sexual pleasure
